key,sample,location,location_code,state,state_code,location_macro,location_macro_code,beach_or_area,area_type,coord_lat,coord_lon,status,age_class,sex,previous_assignment,carapace_length_metres,carapace_width_metres,weight_kg,collection_date,library,extracted_from,source,obs,method,rg_id,rg_pl,rg_pm
189,R0189,Arembepe,ABP,Bahia,BA,Brazil,BR,Jauá,nesting,,,laying,adult,F,ei,,,,,default,tissue,vilaca_2022,tracking device,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
190,R0196,Arembepe,ABP,Bahia,BA,Brazil,BR,Arembepe Incubator,nesting,,,,hatchling,,ei,,,,,BadgtF1,tissue,arantes_unpublished,,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
191,R0197,Arembepe,ABP,Bahia,BA,Brazil,BR,Busca Vida,nesting,,,laying,adult,F,ei,,,,,Good2,tissue,arantes_unpublished,,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
192,R0201,Arembepe,ABP,Bahia,BA,Brazil,BR,Arembepe,nesting,,,laying,adult,F,ei,,,,,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
193,R0202,Arembepe,ABP,Bahia,BA,Brazil,BR,Busca Vida,nesting,,,laying,adult,F,ei,,,,,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
194,R0207,Arembepe,ABP,Bahia,BA,Brazil,BR,Santa Maria,nesting,,,laying,adult,F,ei,,,,,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
195,R0218,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Guarajuba,nesting,,,,,,ei,,,,,default,tissue,vilaca_2022,tracking device,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
196,R0219,Arembepe,ABP,Bahia,BA,Brazil,BR,Santa Maria,nesting,,,,,,ei,,,,,default,tissue,vilaca_2022,tracking device,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
197,R0227,Atol das Rocas,ADR,Rio Grande do Norte,RN,Brazil,BR,Atol das Rocas,feeding,,,pelagic,juvenile,,ei,,,,,Bad1,tissue,arantes_unpublished,,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
198,R0229,Atol das Rocas,ADR,Rio Grande do Norte,RN,Brazil,BR,Atol das Rocas,feeding,,,pelagic,juvenile,,ei,,,,,Bad1,tissue,arantes_unpublished,,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
199,R0241,Atol das Rocas,ADR,Rio Grande do Norte,RN,Brazil,BR,Atol das Rocas,feeding,,,,,,ei,,,,,default,tissue,vilaca_2022,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
200,R0242,Atol das Rocas,ADR,Rio Grande do Norte,RN,Brazil,BR,Atol das Rocas,feeding,,,pelagic,juvenile,,ei,,,,,Bad1,tissue,arantes_unpublished,,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
201,R0263,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,,,ei,,,,,default,tissue,arantes_unpublished,,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
202,R0264,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,hatchling,,ei,,,,,Bad3,tissue,arantes_unpublished,"siblings from the same nest (R0264, R0265, R0267, R0268)",3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
203,R0264,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,hatchling,,ei,,,,,BadgtF1,tissue,arantes_unpublished,"siblings from the same nest (R0264, R0265, R0267, R0268)",3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
204,R0265,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,hatchling,,ei,,,,,BadgtF1,tissue,arantes_unpublished,"siblings from the same nest (R0264, R0265, R0267, R0268)",3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
205,R0267,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,hatchling,,ei,,,,,BadgtF1,tissue,arantes_unpublished,"siblings from the same nest (R0264, R0265, R0267, R0268)",3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
206,R0268,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,hatchling,,ei,,,,,Bad3,tissue,arantes_unpublished,"siblings from the same nest (R0264, R0265, R0267, R0268)",3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
207,R0268,Praia do Forte,PDF,Bahia,BA,Brazil,BR,Praia do Forte,nesting,,,,hatchling,,ei,,,,,BadgtF1,tissue,arantes_unpublished,"siblings from the same nest (R0264, R0265, R0267, R0268)",3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
208,R0269,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
209,R0270,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
210,R0274,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,-20.7672,-32.8711,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_2020,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
211,R0275,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,-34.7961,-30.5544,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_2020,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
212,R0276,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,-31.2667,-40.4667,pelagic,juvenile,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
213,R0276,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,-31.2667,-40.4667,pelagic,juvenile,,cc,,,,,Good2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
214,R0280,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,-34.8039,-30.5631,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
215,R0285,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Bad1,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
216,R0286,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
217,R0286,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Bad3,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
218,R0287,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Good2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
219,R0288,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
220,R0292,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
221,R0293,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
222,R0295,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
223,R0297,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
224,R0302,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,arantes_unpublished,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
225,R0303,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
226,R0304,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
227,R0306,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,"fishing, only one flipper",ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
228,R0331,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
229,R0335,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
230,Cm245,Marie-Galante,MAG,Guadeloupe,GP,Guadeloupe,GP,Marie-Galante,nesting,,,,adult,,cm,,,,,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
231,R0340,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
232,R0343,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,arantes_unpublished,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
233,R0365,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,-28.212,-46.2364,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
234,R0370,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,,,,cc,,,,,default,tissue,vilaca_2022,fishing,ddRAD,NB500882.22.HHGJKBGXX.1,ILLUMINA,NextSeq 500
235,R375,Le Lorrain,LLR,Martinique,MQ,Martinique,MQ,Le Lorrain,,,,,adult,,cm,,,,,default,tissue,vilaca_2022,,ddRAD,NB500882.24.HVM3VBGXX.1,ILLUMINA,NextSeq 500
236,R0381,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Good2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
237,R0382,Elevação do Rio Grande,ERG,South-Southeast Coast,SSC,Brazil,BR,Elevação do Rio Grande,feeding,,,pelagic,juvenile,,cc,,,,,Bad2,tissue,arantes_unpublished,fishing,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
238,R0384,Ubatuba,UBT,São Paulo,SP,Brazil,BR,Ubatuba,feeding,,,pelagic,juvenile,,cc,,,,,Bad1,tissue,arantes_unpublished,stranded,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
239,SE63,Bacia de Campos,BCM,Rio de Janeiro,RJ,Brazil,BR,Farol,nesting,,,nesting,adult,F,cc,,,,2003-11-28T00:00:00-03:00,Good2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
240,SE64,Bacia de Campos,BCM,Rio de Janeiro,RJ,Brazil,BR,Farol,nesting,,,nesting,adult,F,cc,,,,2003-12-01T00:00:00-03:00,Bad2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
241,SE64,Bacia de Campos,BCM,Rio de Janeiro,RJ,Brazil,BR,Farol,nesting,,,nesting,adult,F,cc,,,,2003-12-01T00:00:00-03:00,Bad3,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
242,SE65,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2004-10-16T00:00:00-03:00,Good2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
243,SE68,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2004-11-16T00:00:00-03:00,Good2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
244,SE71,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2004-11-28T00:00:00-03:00,Good2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
245,SE74,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2005-01-04T00:00:00-03:00,Bad1,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
246,SE77,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc_lo,,,,2005-02-10T00:00:00-03:00,Good1,tissue,arantes_unpublished,"UERJ, lo behaviour",3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
247,SE79,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2005-02-28T00:00:00-03:00,Bad1,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
248,SE79,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2005-02-28T00:00:00-03:00,Bad3,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
249,SE81,Bacia de Campos,BCM,Rio de Janeiro,RJ,Brazil,BR,Farol,nesting,,,nesting,adult,F,cc,,,,2005-11-17T00:00:00-03:00,Bad2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
250,SE82,Bacia de Campos,BCM,Rio de Janeiro,RJ,Brazil,BR,Farol,nesting,,,nesting,adult,F,cc,,,,2006-01-11T00:00:00-03:00,Good2,tissue,arantes_2020,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
251,SE91,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2005-10-27T00:00:00-03:00,Bad2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
252,SE93,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2005-10-31T00:00:00-03:00,Good1,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
253,SE95,Abaís,ABA,Sergipe,SE,Brazil,BR,Abaís,nesting,,,nesting,adult,F,cc,,,,2005-11-06T00:00:00-03:00,Bad2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
254,SE96,Abaís,ABA,Sergipe,SE,Brazil,BR,Abaís,nesting,,,nesting,adult,F,cc,,,,2005-11-08T00:00:00-03:00,Bad1,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
255,SE103,Ponta dos Mangues,PDM,Sergipe,SE,Brazil,BR,Ponta dos Mangues,nesting,,,nesting,adult,F,cc,,,,2005-12-13T00:00:00-03:00,Good2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
256,SE105,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2005-12-31T00:00:00-03:00,Good2,tissue,arantes_2020,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
257,SE113,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,,,2006-02-02T00:00:00-03:00,Good2,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
258,SE119,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc_lo,,,,2006-03-08T00:00:00-03:00,Good1,tissue,arantes_unpublished,"UERJ, lo behaviour, cc x lo morphology",3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
259,SE121,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc_lo,,,,2006-01-05T00:00:00-03:00,Good1,tissue,arantes_unpublished,UERJ,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
260,SE871,Abaís,ABA,Sergipe,SE,Brazil,BR,Abaís,nesting,,,nesting,adult,F,cc,1.01,0.93,,2009-12-08T01:09:00-03:00,Bad2,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
261,SE871,Abaís,ABA,Sergipe,SE,Brazil,BR,Abaís,nesting,,,nesting,adult,F,cc,1.01,0.93,,2009-12-08T01:09:00-03:00,Bad3,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
262,SE950,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,0.9,0.85,,2007-12-15T15:47:00-03:00,Bad1,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
263,SE1003,Abaís,ABA,Sergipe,SE,Brazil,BR,Abaís,nesting,,,nesting,adult,F,cc,0.96,0.87,,2009-12-17T01:44:00-03:00,Bad2,tissue,arantes_2020,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
264,SE1047,Abaís,ABA,Sergipe,SE,Brazil,BR,Abaís,nesting,,,nesting,adult,F,cc,0.98,0.98,,2009-12-20T23:03:00-03:00,Bad2,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
265,SE1106,Abaís,ABA,Sergipe,SE,Brazil,BR,Abaís,nesting,,,nesting,adult,F,cc,0.955,0.87,,2009-12-23T23:13:00-03:00,Bad2,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
266,SE1106,Abaís,ABA,Sergipe,SE,Brazil,BR,Abaís,nesting,,,nesting,adult,F,cc,0.955,0.87,,2009-12-23T23:13:00-03:00,Bad3,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
267,SE1739,Arembepe,ABP,Bahia,BA,Brazil,BR,Busca Vida,nesting,,,nesting,adult,F,cc,1.02,0.94,,2007-02-01T23:00:00-03:00,Bad2,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
268,SE1739,Arembepe,ABP,Bahia,BA,Brazil,BR,Busca Vida,nesting,,,nesting,adult,F,cc,1.02,0.94,,2007-02-01T23:00:00-03:00,Bad3,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
269,SE2194,Ponta dos Mangues,PDM,Sergipe,SE,Brazil,BR,Ponta dos Mangues,nesting,,,nesting,adult,F,cc_lo,0.89,0.86,,2011-02-22T22:50:00-03:00,Bad2,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
270,SE2194,Ponta dos Mangues,PDM,Sergipe,SE,Brazil,BR,Ponta dos Mangues,nesting,,,nesting,adult,F,cc_lo,0.89,0.86,,2011-02-22T22:50:00-03:00,Bad3,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
271,SE2264,Ponta dos Mangues,PDM,Sergipe,SE,Brazil,BR,Ponta dos Mangues,nesting,,,nesting,adult,F,cc,1.07,0.905,,2011-02-26T01:10:00-03:00,Bad2,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
272,SE2278,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,,0.94,,2011-02-24T20:37:00-03:00,Bad2,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
273,SE2384,Pirambu,PIR,Sergipe,SE,Brazil,BR,Pirambu,nesting,,,nesting,adult,F,cc,1.08,0.96,,2011-03-09T21:24:00-03:00,Bad2,tissue,arantes_unpublished,UFES,3RAD,K00302.86.H2CTHBBXX.8,ILLUMINA,HiSeq 4000
